Admin2,Province_State,Lat,Long_,Deaths,Combined_Key
Eddy,New Mexico,32.47167,-104.3053527,1,"Eddy, New Mexico, US"
Eddy,North Dakota,47.71701,-98.90432337,0,"Eddy, North Dakota, US"
Edgecombe,North Carolina,35.91231,-77.59436892,1,"Edgecombe, North Carolina, US"
Edgefield,South Carolina,33.77222,-81.96231108,0,"Edgefield, South Carolina, US"
Edmonson,Kentucky,37.21219,-86.23955613,0,"Edmonson, Kentucky, US"
Effingham,Georgia,32.36616,-81.34280942,1,"Effingham, Georgia, US"
Effingham,Illinois,39.05936,-88.58969584,1,"Effingham, Illinois, US"
El Dorado,California,38.77966,-120.5233166,0,"El Dorado, California, US"
El Paso,Colorado,38.8324,-104.5251411,30,"El Paso, Colorado, US"
El Paso,Texas,31.76981,-106.2363275,1,"El Paso, Texas, US"
Elbert,Colorado,39.28657,-104.1358721,1,"Elbert, Colorado, US"
Elbert,Georgia,34.11302,-82.83936148,0,"Elbert, Georgia, US"
Elk,Pennsylvania,41.42822,-78.64524744,0,"Elk, Pennsylvania, US"
Elkhart,Indiana,41.59761,-85.85875695,3,"Elkhart, Indiana, US"
Elko,Nevada,41.14532,-115.3577619,1,"Elko, Nevada, US"
Ellis,Kansas,38.91459,-99.31751551,0,"Ellis, Kansas, US"
Ellis,Texas,32.34894,-96.79371841,2,"Ellis, Texas, US"
Elmore,Alabama,32.59785,-86.14415284,0,"Elmore, Alabama, US"
Elmore,Idaho,43.35071,-115.4701578,0,"Elmore, Idaho, US"
Emanuel,Georgia,32.59221,-82.30239915,0,"Emanuel, Georgia, US"
Emery,Utah,38.99617,-110.7013958,0,"Emery, Utah, US"
Emmet,Michigan,45.52626,-84.89083249,2,"Emmet, Michigan, US"
Emmons,North Dakota,46.28398,-100.2389766,1,"Emmons, North Dakota, US"
Emporia,Virginia,36.69456,-77.53406129,0,"Emporia, Virginia, US"
Erath,Texas,32.23603,-98.21773417,1,"Erath, Texas, US"
Erie,New York,42.76249,-78.73063652,53,"Erie, New York, US"
Erie,Ohio,41.36796,-82.62904521,1,"Erie, Ohio, US"
Erie,Pennsylvania,41.99254,-80.03301954,0,"Erie, Pennsylvania, US"
Escambia,Alabama,31.12568,-87.15918694,0,"Escambia, Alabama, US"
Escambia,Florida,30.67653,-87.37284571,3,"Escambia, Florida, US"
Essex,Massachusetts,42.66876,-70.94687179,50,"Essex, Massachusetts, US"
Essex,New Jersey,40.78681,-74.24657979,352,"Essex, New Jersey, US"
Essex,New York,44.11631,-73.77297842,0,"Essex, New York, US"
Essex,Vermont,44.72736,-71.73579864,0,"Essex, Vermont, US"
Essex,Virginia,37.93358,-76.94230311,0,"Essex, Virginia, US"
Etowah,Alabama,34.04567,-86.04051873,5,"Etowah, Alabama, US"
Evangeline,Louisiana,30.72985,-92.39915924,0,"Evangeline, Louisiana, US"
Fairbanks North Star,Alaska,64.80726,-146.5692662,1,"Fairbanks North Star, Alaska, US"
Fairfax,Virginia,38.83678,-77.27565836,19,"Fairfax, Virginia, US"
Fairfax City,Virginia,38.85158,-77.2977964,0,"Fairfax City, Virginia, US"
Fairfield,Connecticut,41.2681,-73.3881171,203,"Fairfield, Connecticut, US"
Fairfield,Ohio,39.75107,-82.63088163,0,"Fairfield, Ohio, US"
Fairfield,South Carolina,34.39287,-81.1195624,0,"Fairfield, South Carolina, US"
Fall River,South Dakota,43.23929,-103.5275691,0,"Fall River, South Dakota, US"
Falls,Texas,31.25351,-96.93630086,0,"Falls, Texas, US"
Falls Church,Virginia,38.88485,-77.17560759,0,"Falls Church, Virginia, US"
Fannin,Georgia,34.8643,-84.316964,0,"Fannin, Georgia, US"
Fannin,Texas,33.59564,-96.10751083,0,"Fannin, Texas, US"
Faribault,Minnesota,43.67381,-93.94787458,0,"Faribault, Minnesota, US"
Faulk,South Dakota,45.07083,-99.14535601,0,"Faulk, South Dakota, US"
Faulkner,Arkansas,35.14719,-92.33717519,1,"Faulkner, Arkansas, US"
Fauquier,Virginia,38.73565,-77.80647472,0,"Fauquier, Virginia, US"
Fayette,Alabama,33.72077,-87.73886638,0,"Fayette, Alabama, US"
Fayette,Georgia,33.41358,-84.49089434,4,"Fayette, Georgia, US"
Fayette,Illinois,39.00072,-89.02452658,0,"Fayette, Illinois, US"
Fayette,Indiana,39.63685,-85.17797541,3,"Fayette, Indiana, US"
Fayette,Iowa,42.86272,-91.8441231,0,"Fayette, Iowa, US"
Fayette,Kentucky,38.03682,-84.45576892,8,"Fayette, Kentucky, US"
Fayette,Ohio,39.56021,-83.4562016,0,"Fayette, Ohio, US"
Fayette,Pennsylvania,39.92041,-79.64291195,1,"Fayette, Pennsylvania, US"
Fayette,Tennessee,35.19616,-89.41399032,0,"Fayette, Tennessee, US"
Fayette,Texas,29.87788,-96.92076062,0,"Fayette, Texas, US"
Fayette,West Virginia,38.02975,-81.08286634,0,"Fayette, West Virginia, US"
Fentress,Tennessee,36.38129,-84.92870012,0,"Fentress, Tennessee, US"
Ferry,Washington,48.47114,-118.5154041,0,"Ferry, Washington, US"
Fillmore,Minnesota,43.67394,-92.08980382,0,"Fillmore,Minnesota,US"
Finney,Kansas,38.0434,-100.7381938,0,"Finney, Kansas, US"
Flagler,Florida,29.45934,-81.31508595,1,"Flagler, Florida, US"
Flathead,Montana,48.29576,-114.0520569,0,"Flathead, Montana, US"
Florence,South Carolina,34.02362,-79.70189312,6,"Florence, South Carolina, US"
Florence,Wisconsin,45.84964,-88.39804137,0,"Florence, Wisconsin, US"
Floyd,Georgia,34.26268,-85.21577392,5,"Floyd, Georgia, US"
Floyd,Indiana,38.32118,-85.90385377,3,"Floyd, Indiana, US"
Floyd,Texas,34.07227,-101.3031546,0,"Floyd, Texas, US"
Floyd,Virginia,36.93021,-80.36738849,0,"Floyd, Virginia, US"
Fluvanna,Virginia,37.84158,-78.27715475,0,"Fluvanna, Virginia, US"
Fond du Lac,Wisconsin,43.75355,-88.48885325,2,"Fond du Lac, Wisconsin, US"
Ford,Illinois,40.59707,-88.22350769,1,"Ford, Illinois, US"
Ford,Kansas,37.692,-99.88825298,0,"Ford, Kansas, US"
Forest,Pennsylvania,41.51095,-79.23229292,0,"Forest, Pennsylvania, US"
Forrest,Mississippi,31.18961,-89.25832496,2,"Forrest, Mississippi, US"
Forsyth,Georgia,34.22604,-84.1231513,2,"Forsyth, Georgia, US"
Forsyth,North Carolina,36.1286,-80.25459052,3,"Forsyth, North Carolina, US"
Fort Bend,Texas,29.52704,-95.77219463,10,"Fort Bend, Texas, US"
Foster,North Dakota,47.45711,-98.88279923,0,"Foster, North Dakota, US"
Fountain,Indiana,40.12362,-87.24217689,1,"Fountain, Indiana, US"
Franklin,Alabama,34.44235,-87.84289505,0,"Franklin, Alabama, US"
Franklin,Arkansas,35.51203,-93.89299569,0,"Franklin, Arkansas, US"
Franklin,Florida,29.83791,-84.82731662,0,"Franklin, Florida, US"
Franklin,Georgia,34.37526,-83.23159927,0,"Franklin, Georgia, US"
Franklin,Illinois,37.99189,-88.92567818,0,"Franklin, Illinois, US"
Franklin,Indiana,39.41425,-85.06062647,7,"Franklin, Indiana, US"
Franklin,Iowa,42.7327,-93.26256925,0,"Franklin, Iowa, US"
Franklin,Kansas,38.56444,-95.28644341,0,"Franklin, Kansas, US"
Franklin,Kentucky,38.23794,-84.87962551,0,"Franklin, Kentucky, US"
Franklin,Louisiana,32.13675,-91.67589857,1,"Franklin, Louisiana, US"
Franklin,Maine,44.9733,-70.44381045,0,"Franklin, Maine, US"
Franklin,Massachusetts,42.5812,-72.58602547,21,"Franklin, Massachusetts, US"
Franklin,Mississippi,31.47787,-90.89672989,0,"Franklin, Mississippi, US"
Franklin,Missouri,38.41127,-91.07522826,3,"Franklin, Missouri, US"
Franklin,New York,44.59041,-74.29926032,0,"Franklin, New York, US"
Franklin,North Carolina,36.08152,-78.28708884,1,"Franklin, North Carolina, US"
Franklin,Ohio,39.96996,-83.01115755,14,"Franklin, Ohio, US"
Franklin,Pennsylvania,39.92957,-77.72157791,0,"Franklin, Pennsylvania, US"
Franklin,Tennessee,35.15635,-86.09201039,1,"Franklin, Tennessee, US"
Franklin,Texas,33.17653,-95.21917243,0,"Franklin, Texas, US"
Franklin,Vermont,44.85628,-72.91249563,3,"Franklin, Vermont, US"
Franklin,Virginia,36.99536,-79.88023649,0,"Franklin, Virginia, US"
Franklin,Washington,46.53351,-118.9018212,2,"Franklin, Washington, US"
Franklin City,Virginia,36.68314,-76.93859681,0,"Franklin City, Virginia, US"
Frederick,Maryland,39.47297,-77.39999394,9,"Frederick, Maryland, US"
Frederick,Virginia,39.20173,-78.25974949,0,"Frederick, Virginia, US"
Fredericksburg,Virginia,38.29779,-77.4922454,0,"Fredericksburg, Virginia, US"
Freeborn,Minnesota,43.67386,-93.34884422,0,"Freeborn, Minnesota, US"
Fremont,Colorado,38.47362,-105.4399667,0,"Fremont, Colorado, US"
Fremont,Idaho,44.22801,-111.4809943,0,"Fremont, Idaho, US"
Fremont,Wyoming,43.04184,-108.6296893,0,"Fremont, Wyoming, US"
Fresno,California,36.75734,-119.6466953,3,"Fresno, California, US"
Frio,Texas,28.86751,-99.10804207,0,"Frio, Texas, US"
Fulton,Georgia,33.79217,-84.46319413,48,"Fulton, Georgia, US"
Fulton,Illinois,40.47289,-90.20862357,0,"Fulton, Illinois, US"
Fulton,Indiana,41.04699,-86.26252745,0,"Fulton, Indiana, US"
Fulton,New York,43.11364,-74.41798804,0,"Fulton, New York, US"
Fulton,Ohio,41.60213,-84.12571393,0,"Fulton, Ohio, US"
Fulton,Pennsylvania,39.92914,-78.11163677,0,"Fulton, Pennsylvania, US"
Gadsden,Florida,30.57796,-84.61915825,0,"Gadsden, Florida, US"
Gage,Nebraska,40.26187,-96.68946704,1,"Gage, Nebraska, US"
Gaines,Texas,32.74055,-102.6353295,0,"Gaines, Texas, US"
Galax,Virginia,36.66602,-80.91703124,0,"Galax, Virginia, US"
Gallatin,Illinois,37.76431,-88.22953869,0,"Gallatin, Illinois, US"
Gallatin,Montana,45.54486,-111.1692571,0,"Gallatin, Montana, US"
Gallia,Ohio,38.82709,-82.31647569,1,"Gallia, Ohio, US"
Galveston,Texas,29.40167,-94.90469073,7,"Galveston, Texas, US"
Garfield,Colorado,39.59922,-107.902708,1,"Garfield, Colorado, US"
Garfield,Oklahoma,36.37913,-97.78265517,1,"Garfield, Oklahoma, US"
Garfield,Utah,37.85447,-111.4418764,0,"Garfield, Utah, US"
Garland,Arkansas,34.57692,-93.14921604,0,"Garland, Arkansas, US"
Garrett,Maryland,39.52786,-79.27355126,0,"Garrett, Maryland, US"
Garvin,Oklahoma,34.70418,-97.30811132,0,"Garvin, Oklahoma, US"
Gasconade,Missouri,38.43947,-91.50847147,0,"Gasconade, Missouri, US"
Gaston,North Carolina,35.29374,-81.17477045,3,"Gaston, North Carolina, US"
Gates,North Carolina,36.44668,-76.69749701,0,"Gates, North Carolina, US"
Geary,Kansas,38.99871,-96.7577178,0,"Geary, Kansas, US"
Geauga,Ohio,41.49952,-81.17935342,1,"Geauga, Ohio, US"
Gem,Idaho,44.06482,-116.398376,0,"Gem, Idaho, US"
Genesee,Michigan,43.02244,-83.70589709,57,"Genesee, Michigan, US"
Genesee,New York,43.00226,-78.19135193,1,"Genesee, New York, US"
Gentry,Missouri,40.21098,-94.40944419,0,"Gentry, Missouri, US"
George,Mississippi,30.86259,-88.64436789,0,"George, Mississippi, US"
Georgetown,South Carolina,33.43443,-79.33202141,1,"Georgetown, South Carolina, US"
Gibson,Indiana,38.30394,-87.58054938,0,"Gibson, Indiana, US"
Gibson,Tennessee,35.99438,-88.93358327,0,"Gibson, Tennessee, US"
Gila,Arizona,33.8019,-110.8132779,0,"Gila, Arizona, US"
Gilchrist,Florida,29.72857,-82.79880657,0,"Gilchrist, Florida, US"
Giles,Tennessee,35.20222,-87.03992678,0,"Giles, Tennessee, US"
Giles,Virginia,37.31235,-80.70636931,0,"Giles, Virginia, US"
Gillespie,Texas,30.31824,-98.94676915,0,"Gillespie, Texas, US"
Gilmer,Georgia,34.69317,-84.45802506,0,"Gilmer, Georgia, US"
Gilpin,Colorado,39.85647,-105.5252597,0,"Gilpin, Colorado, US"
Glacier,Montana,48.70514,-112.9934235,0,"Glacier, Montana, US"
Glades,Florida,26.95636,-81.18996211,1,"Glades, Florida, US"
Gladwin,Michigan,43.98901,-84.38774817,0,"Gladwin, Michigan, US"
Glenn,California,39.59876,-122.3938452,0,"Glenn, California, US"
Gloucester,New Jersey,39.71581,-75.13995546,8,"Gloucester, New Jersey, US"
Gloucester,Virginia,37.40809,-76.53524337,0,"Gloucester, Virginia, US"
Glynn,Georgia,31.23279,-81.53811412,0,"Glynn, Georgia, US"
Gogebic,Michigan,46.40863,-89.69377193,1,"Gogebic, Michigan, US"
Goliad,Texas,28.65697,-97.42760647,0,"Goliad, Texas, US"
Gonzales,Texas,29.45634,-97.49424032,0,"Gonzales, Texas, US"
Goochland,Virginia,37.71715,-77.90381514,0,"Goochland, Virginia, US"
Goodhue,Minnesota,44.4085,-92.7234195,0,"Goodhue, Minnesota, US"
Gooding,Idaho,42.96928,-114.8108306,0,"Gooding, Idaho, US"
Gordon,Georgia,34.50487,-84.87296253,3,"Gordon, Georgia, US"
Goshen,Wyoming,42.08798,-104.3534743,0,"Goshen, Wyoming, US"
Gosper,Nebraska,40.51482,-99.83020279,0,"Gosper, Nebraska, US"
Gove,Kansas,38.91588,-100.4829321,0,"Gove, Kansas, US"
Grady,Georgia,30.87455,-84.23418364,0,"Grady, Georgia, US"
Grady,Oklahoma,35.01677,-97.88339847,0,"Grady, Oklahoma, US"
Grafton,New Hampshire,43.9378,-71.82057197,0,"Grafton, New Hampshire, US"
Graham,Arizona,32.93167,-109.8882178,0,"Graham, Arizona, US"
Grainger,Tennessee,36.27469,-83.51254721,0,"Grainger, Tennessee, US"
Grand,Colorado,40.10603,-106.1178042,0,"Grand, Colorado, US"
Grand,Utah,38.98104,-109.5704487,0,"Grand, Utah, US"
Grand Forks,North Dakota,47.92094,-97.45450447,0,"Grand Forks, North Dakota, US"
Grand Isle,Vermont,44.79758,-73.29679772,0,"Grand Isle, Vermont, US"
Grand Traverse,Michigan,44.69566,-85.55585247,3,"Grand Traverse, Michigan, US"
Grant,Arkansas,34.29018,-92.42320562,0,"Grant, Arkansas, US"
Grant,Indiana,40.51587,-85.65468702,2,"Grant, Indiana, US"
Grant,Kentucky,38.64963,-84.62415957,1,"Grant, Kentucky, US"
Grant,Louisiana,31.59882,-92.56124347,0,"Grant, Louisiana, US"
Grant,New Mexico,32.73911,-108.3827845,0,"Grant, New Mexico, US"
Grant,North Dakota,46.35821,-101.6390013,0,"Grant, North Dakota, US"
Grant,Oklahoma,36.7963,-97.78638765,0,"Grant, Oklahoma, US"
Grant,Oregon,44.49025,-119.0068631,0,"Grant, Oregon, US"
Grant,Washington,47.20754,-119.4500749,2,"Grant, Washington, US"
Grant,Wisconsin,42.86717,-90.7063218,1,"Grant, Wisconsin, US"
Granville,North Carolina,36.30337,-78.65184241,0,"Granville, North Carolina, US"
Gratiot,Michigan,43.29266,-84.60505416,0,"Gratiot, Michigan, US"
Graves,Kentucky,36.72293,-88.65143315,0,"Graves, Kentucky, US"
Gray,Texas,35.40082,-100.8129222,0,"Gray, Texas, US"
Grays Harbor,Washington,47.14004,-123.7820567,0,"Grays Harbor, Washington, US"
Grayson,Kentucky,37.46231,-86.34248968,0,"Grayson, Kentucky, US"
Grayson,Texas,33.62745,-96.67753461,0,"Grayson, Texas, US"
Grayson,Virginia,36.65677,-81.23215889,0,"Grayson, Virginia, US"
Green,Kentucky,37.26484,-85.5540745,0,"Green, Kentucky, US"
Green,Wisconsin,42.6795,-89.60243287,0,"Green, Wisconsin, US"
Greenbrier,West Virginia,37.94637,-80.45335881,0,"Greenbrier, West Virginia, US"
Greene,Alabama,32.85504,-87.95684022,0,"Greene, Alabama, US"
Greene,Arkansas,36.11735,-90.55832668,0,"Greene, Arkansas, US"
Greene,Georgia,33.57692,-83.17139104,1,"Greene, Georgia, US"
Greene,Illinois,39.35907,-90.388865,0,"Greene, Illinois, US"
Greene,Indiana,39.03631,-86.96223202,1,"Greene, Indiana, US"
Greene,Iowa,42.03615,-94.39658081,0,"Greene, Iowa, US"
Greene,Mississippi,31.21444,-88.63922281,0,"Greene, Mississippi, US"
Greene,Missouri,37.25759,-93.34230916,8,"Greene, Missouri, US"
Greene,New York,42.2758,-74.12384884,0,"Greene, New York, US"
Greene,North Carolina,35.48544,-77.67578087,0,"Greene, North Carolina, US"
Greene,Ohio,39.69116,-83.89032084,1,"Greene, Ohio, US"
Greene,Pennsylvania,39.85747,-80.22357106,0,"Greene, Pennsylvania, US"
Greene,Tennessee,36.1747,-82.84691273,1,"Greene, Tennessee, US"
Greene,Virginia,38.29546,-78.46525378,0,"Greene, Virginia, US"
Greenlee,Arizona,33.21499,-109.2405279,0,"Greenlee, Arizona, US"
Greensville,Virginia,36.67879,-77.56351439,0,"Greensville, Virginia, US"
Greenup,Kentucky,38.54333,-82.9215658,0,"Greenup, Kentucky, US"
Greenville,South Carolina,34.89502,-82.37295012,6,"Greenville, South Carolina, US"
Greenwood,Kansas,37.87744,-96.23250453,0,"Greenwood, Kansas, US"
Greenwood,South Carolina,34.15272,-82.12715789,0,"Greenwood, South Carolina, US"
Greer,Oklahoma,34.93536,-99.5605612,4,"Greer, Oklahoma, US"
Gregg,Texas,32.4794,-94.81591935,0,"Gregg, Texas, US"
Grenada,Mississippi,33.77036,-89.80245083,0,"Grenada, Mississippi, US"
Grimes,Texas,30.5458,-95.98902499,0,"Grimes, Texas, US"
Grundy,Illinois,41.2857,-88.41905692,0,"Grundy, Illinois, US"
Grundy,Iowa,42.40184,-92.78829551,0,"Grundy, Iowa, US"
Grundy,Tennessee,35.38434,-85.72142731,0,"Grundy, Tennessee, US"
Guadalupe,Texas,29.58165,-97.94786822,0,"Guadalupe, Texas, US"
Guernsey,Ohio,40.05027,-81.49248905,0,"Guernsey, Ohio, US"
Guilford,North Carolina,36.07959,-79.78824948,9,"Guilford, North Carolina, US"
Gulf,Florida,29.93543,-85.2427099,0,"Gulf, Florida, US"
Gunnison,Colorado,38.66612,-107.0320729,1,"Gunnison, Colorado, US"
Guthrie,Iowa,41.68379,-94.50111014,0,"Guthrie, Iowa, US"
Gwinnett,Georgia,33.96044,-84.02137802,17,"Gwinnett, Georgia, US"
Habersham,Georgia,34.63332,-83.53094677,0,"Habersham, Georgia, US"
Hale,Alabama,32.76039,-87.63284988,0,"Hale, Alabama, US"
Hale,Texas,34.07045,-101.8268114,1,"Hale, Texas, US"
Halifax,North Carolina,36.25669,-77.6556109,0,"Halifax, North Carolina, US"
Halifax,Virginia,36.76655,-78.93512622,0,"Halifax, Virginia, US"
Hall,Georgia,34.32208,-83.81896936,0,"Hall, Georgia, US"
Hall,Nebraska,40.87257,-98.50218293,2,"Hall, Nebraska, US"
Hamblen,Tennessee,36.2199,-83.26586179,1,"Hamblen, Tennessee, US"
Hamilton,Florida,30.49674,-82.94998918,0,"Hamilton, Florida, US"
Hamilton,Indiana,40.07307,-86.05244729,19,"Hamilton, Indiana, US"
Hamilton,Iowa,42.38382,-93.70197703,0,"Hamilton, Iowa, US"
Hamilton,Nebraska,40.87349,-98.02099117,0,"Hamilton, Nebraska, US"
Hamilton,New York,43.66147,-74.49721957,0,"Hamilton, New York, US"
Hamilton,Ohio,39.19674,-84.54502924,14,"Hamilton, Ohio, US"
Hamilton,Tennessee,35.1767,-85.16652245,10,"Hamilton, Tennessee, US"
Hamilton,Texas,31.70471,-98.11083887,0,"Hamilton, Texas, US"
Hamlin,South Dakota,44.67386,-97.18829593,0,"Hamlin, South Dakota, US"
Hampden,Massachusetts,42.1344,-72.63235561,62,"Hampden, Massachusetts, US"
Hampshire,Massachusetts,42.33998,-72.65898478,3,"Hampshire, Massachusetts, US"
Hampshire,West Virginia,39.32104,-78.60826476,0,"Hampshire, West Virginia, US"
Hampton,South Carolina,32.7742,-81.13845571,0,"Hampton, South Carolina, US"
Hampton,Virginia,37.03514,-76.35879121,1,"Hampton, Virginia, US"
Hancock,Georgia,33.27216,-82.99766919,0,"Hancock, Georgia, US"
Hancock,Illinois,40.40424,-91.16313899,0,"Hancock, Illinois, US"
Hancock,Indiana,39.82305,-85.77566351,4,"Hancock, Indiana, US"
Hancock,Iowa,43.08178,-93.73454884,0,"Hancock, Iowa, US"
Hancock,Kentucky,37.83766,-86.78280584,0,"Hancock, Kentucky, US"
Hancock,Maine,44.59816,-68.38401854,0,"Hancock, Maine, US"
Hancock,Mississippi,30.4183,-89.48851033,5,"Hancock, Mississippi, US"
Hancock,Ohio,41.0025,-83.66838948,0,"Hancock, Ohio, US"
Hancock,Tennessee,36.52693,-83.22375847,0,"Hancock, Tennessee, US"
Hancock,West Virginia,40.51944,-80.57461608,0,"Hancock, West Virginia, US"
Hanover,Virginia,37.75834,-77.49464673,0,"Hanover, Virginia, US"
Hansford,Texas,36.27743,-101.3545796,0,"Hansford, Texas, US"
Haralson,Georgia,33.79602,-85.21005667,0,"Haralson, Georgia, US"
Hardee,Florida,27.49294,-81.80956574,0,"Hardee, Florida, US"
Hardeman,Tennessee,35.20772,-88.99161161,0,"Hardeman, Tennessee, US"
Hardin,Iowa,42.38354,-93.23654611,0,"Hardin, Iowa, US"
Hardin,Kentucky,37.69761,-85.96319251,0,"Hardin, Kentucky, US"
Hardin,Ohio,40.66015,-83.65929931,0,"Hardin, Ohio, US"
Hardin,Tennessee,35.19733,-88.18593755,0,"Hardin, Tennessee, US"
Hardin,Texas,30.33365,-94.38931817,1,"Hardin, Texas, US"
Hardy,West Virginia,39.00683,-78.85855301,0,"Hardy, West Virginia, US"
Harford,Maryland,39.55011,-76.3077594,0,"Harford, Maryland, US"
Harnett,North Carolina,35.36732,-78.87243571,2,"Harnett, North Carolina, US"
Harris,Georgia,32.7371,-84.90538572,1,"Harris, Georgia, US"
Harris,Texas,29.86,-95.39,40,"Harris,Texas,US"
Harrison,Indiana,38.19467,-86.10948271,1,"Harrison, Indiana, US"
Harrison,Iowa,41.6833,-95.81558439,0,"Harrison, Iowa, US"
Harrison,Kentucky,38.44188,-84.32869741,0,"Harrison, Kentucky, US"
Harrison,Mississippi,30.5136,-89.12467576,4,"Harrison, Mississippi, US"
Harrison,Missouri,40.3557,-93.99222144,0,"Harrison, Missouri, US"
Harrison,Texas,32.54936,-94.36934071,1,"Harrison, Texas, US"
Harrison,West Virginia,39.28539,-80.37919577,1,"Harrison, West Virginia, US"
Harrisonburg,Virginia,38.43543,-78.87536254,0,"Harrisonburg, Virginia, US"
Hart,Georgia,34.34627,-82.96567682,0,"Hart, Georgia, US"
Hart,Kentucky,37.29944,-85.88461055,0,"Hart, Kentucky, US"
Hartford,Connecticut,41.80283,-72.73103891,88,"Hartford, Connecticut, US"
Harvey,Kansas,38.04294,-97.42747573,0,"Harvey, Kansas, US"
Hawaii,Hawaii,19.60121,-155.5210167,0,"Hawaii, Hawaii, US"
Hawkins,Tennessee,36.44355,-82.94885298,1,"Hawkins, Tennessee, US"
Hays,Texas,30.0567,-98.02944344,0,"Hays, Texas, US"
Haywood,North Carolina,35.55269,-82.98196486,0,"Haywood, North Carolina, US"
Haywood,Tennessee,35.58333,-89.28536625,1,"Haywood, Tennessee, US"
Heard,Georgia,33.29687,-85.12886832,1,"Heard, Georgia, US"
Hemphill,Texas,35.83765,-100.2703577,0,"Hemphill, Texas, US"
Hempstead,Arkansas,33.73326,-93.66935133,1,"Hempstead, Arkansas, US"
Henderson,Kentucky,37.79345,-87.57392021,0,"Henderson, Kentucky, US"
Henderson,North Carolina,35.33789,-82.4766782,4,"Henderson, North Carolina, US"
Henderson,Tennessee,35.65581,-88.38600175,0,"Henderson, Tennessee, US"
Henderson,Texas,32.21129,-95.85846587,0,"Henderson, Texas, US"
Hendricks,Indiana,39.76719,-86.51037283,8,"Hendricks, Indiana, US"
Hendry,Florida,26.55387,-81.16469006,0,"Hendry, Florida, US"
Hennepin,Minnesota,45.00762,-93.47694895,27,"Hennepin, Minnesota, US"
Henrico,Virginia,37.53461,-77.39326555,2,"Henrico, Virginia, US"
Henry,Alabama,31.51148,-85.24267944,0,"Henry, Alabama, US"
Henry,Georgia,33.45334,-84.1481466,3,"Henry, Georgia, US"
Henry,Illinois,41.3534,-90.13296166,0,"Henry, Illinois, US"
Henry,Indiana,39.93029,-85.39625719,0,"Henry, Indiana, US"
Henry,Iowa,40.98768,-91.54436349,1,"Henry, Iowa, US"
Henry,Kentucky,38.44943,-85.11587507,0,"Henry, Kentucky, US"
Henry,Missouri,38.38483,-93.79293734,1,"Henry, Missouri, US"
Henry,Ohio,41.33396,-84.06830637,0,"Henry, Ohio, US"
Henry,Tennessee,36.33161,-88.30121797,0,"Henry, Tennessee, US"
Henry,Virginia,36.68542,-79.87634026,0,"Henry, Virginia, US"
Herkimer,New York,43.42034,-74.96145307,3,"Herkimer, New York, US"
Hernando,Florida,28.55364,-82.42700204,2,"Hernando, Florida, US"
Hertford,North Carolina,36.36078,-76.98104134,1,"Hertford, North Carolina, US"
Hickman,Tennessee,35.8061,-87.47643507,0,"Hickman, Tennessee, US"
Hidalgo,Texas,26.39418,-98.18299696,1,"Hidalgo, Texas, US"
Highland,Ohio,39.18393,-83.60331456,0,"Highland, Ohio, US"
Highland,Virginia,38.35799,-79.56124594,0,"Highland, Virginia, US"
Highlands,Florida,27.34255,-81.34071957,4,"Highlands, Florida, US"
Hill,Montana,48.6288,-110.1129252,0,"Hill, Montana, US"
Hill,Texas,31.99045,-97.13423143,0,"Hill, Texas, US"
Hillsborough,Florida,27.92766,-82.32013172,9,"Hillsborough, Florida, US"
Hillsborough,New Hampshire,42.91538,-71.7200253,2,"Hillsborough,New Hampshire,US"
Hillsdale,Michigan,41.88754,-84.59312019,6,"Hillsdale, Michigan, US"
Hinds,Mississippi,32.26563,-90.44435448,2,"Hinds, Mississippi, US"
Hinsdale,Colorado,37.82247,-107.3004345,0,"Hinsdale, Colorado, US"
Hockley,Texas,33.60771,-102.3431676,1,"Hockley, Texas, US"
Hoke,North Carolina,35.01888,-79.23651674,0,"Hoke, North Carolina, US"
Holmes,Florida,30.86747,-85.81319222,0,"Holmes, Florida, US"
Holmes,Mississippi,33.12346,-90.08923538,3,"Holmes, Mississippi, US"
Holmes,Ohio,40.56164,-81.92635677,0,"Holmes, Ohio, US"
Honolulu,Hawaii,21.45803,-157.9712182,4,"Honolulu, Hawaii, US"
Hood,Texas,32.42991,-97.83242024,1,"Hood, Texas, US"
Hood River,Oregon,45.51873,-121.6552036,0,"Hood River, Oregon, US"
Hopewell,Virginia,37.29186,-77.29754684,0,"Hopewell, Virginia, US"
Hopkins,Kentucky,37.30939,-87.54670406,4,"Hopkins, Kentucky, US"
Hopkins,Texas,33.14875,-95.56351139,0,"Hopkins, Texas, US"
Horry,South Carolina,33.92128,-78.99555293,7,"Horry, South Carolina, US"
Hot Spring,Arkansas,34.31709,-92.95396325,0,"Hot Spring, Arkansas, US"
Houghton,Michigan,46.89989,-88.68495385,0,"Houghton, Michigan, US"
Houston,Alabama,31.15198,-85.29939599,1,"Houston, Alabama, US"
Houston,Georgia,32.45802,-83.66879087,7,"Houston, Georgia, US"
Houston,Minnesota,43.6713,-91.49143057,0,"Houston, Minnesota, US"
Houston,Tennessee,36.28872,-87.71878828,0,"Houston, Tennessee, US"
Howard,Arkansas,34.09007,-93.9934871,0,"Howard, Arkansas, US"
Howard,Indiana,40.48528,-86.11351892,4,"Howard, Indiana, US"
Howard,Iowa,43.35671,-92.31702714,0,"Howard, Iowa, US"
Howard,Maryland,39.25305,-76.93126208,5,"Howard, Maryland, US"
